epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,79.979,2.42432,5.97276,2.7542,0.00993,0.09091,0.00675,0.00278,2.23673,7.36795,3.04907,0.000664083,0.000664083,0.000664083
2,151.766,2.46632,3.49832,2.86508,0.37799,0.09091,0.0969,0.04153,2.407,3.11901,2.98378,0.00131757,0.00131757,0.00131757
3,222.815,2.34795,3.36245,2.71987,0.1508,0.16364,0.1056,0.03764,2.20279,2.96261,2.77985,0.00195787,0.00195787,0.00195787
4,292.913,2.32281,3.23261,2.71618,0.4355,0.07273,0.08228,0.02691,2.2484,3.48723,2.86412,0.0019406,0.0019406,0.0019406
5,362.911,2.27248,3.48859,2.68847,0.14627,0.14545,0.04942,0.0163,2.10937,3.22743,2.79585,0.0019208,0.0019208,0.0019208
6,431.415,2.21345,3.10655,2.65664,0.26467,0.07273,0.09428,0.0321,2.29735,3.23897,2.86654,0.001901,0.001901,0.001901
7,500.067,2.20607,3.18871,2.59398,0.08175,0.16364,0.08765,0.02742,2.07341,3.03673,2.72702,0.0018812,0.0018812,0.0018812
8,564.595,2.16457,3.03581,2.57815,0.18844,0.09091,0.13053,0.03882,2.15092,2.9573,2.82481,0.0018614,0.0018614,0.0018614
9,631.189,2.20101,2.92526,2.58484,0.22478,0.14545,0.08738,0.02822,2.28636,3.36571,2.94714,0.0018416,0.0018416,0.0018416
10,703.618,2.11387,2.82148,2.57974,0.19754,0.18182,0.11546,0.03359,2.03755,2.92269,2.69089,0.0018218,0.0018218,0.0018218
11,772.44,2.13418,2.84111,2.57112,0.3312,0.12727,0.13015,0.04829,2.07228,3.00859,2.73698,0.001802,0.001802,0.001802
12,857.902,2.08937,2.78589,2.55739,0.21096,0.19452,0.09583,0.03101,2.09912,2.94934,2.81194,0.0017822,0.0017822,0.0017822
13,932.251,2.17459,2.91053,2.55914,0.1101,0.12727,0.08047,0.03366,2.03521,3.14375,2.75821,0.0017624,0.0017624,0.0017624
14,1003.32,2.12606,2.87451,2.5273,0.1507,0.2,0.1226,0.04653,2.1446,3.10189,2.75757,0.0017426,0.0017426,0.0017426
15,1086.69,2.04139,2.82325,2.50114,0.21479,0.16364,0.16844,0.05744,2.14153,2.9358,2.85417,0.0017228,0.0017228,0.0017228
16,1158.78,2.07199,2.87791,2.52453,0.17,0.21818,0.14329,0.0621,2.12219,2.90285,2.74917,0.001703,0.001703,0.001703
17,1224.46,2.07337,2.78167,2.46357,0.27515,0.10909,0.16463,0.0722,2.08325,2.90281,2.68338,0.0016832,0.0016832,0.0016832
18,1293.19,2.0887,2.76438,2.49121,0.17771,0.21818,0.1192,0.0459,2.19733,2.90562,2.78868,0.0016634,0.0016634,0.0016634
19,1361.53,2.06197,2.76927,2.45169,0.14703,0.18182,0.10642,0.03368,2.18153,3.31856,2.68752,0.0016436,0.0016436,0.0016436
20,1429.47,2.02153,2.76481,2.42548,0.15486,0.18182,0.1441,0.0629,2.09728,2.97449,2.70135,0.0016238,0.0016238,0.0016238
21,1509.55,2.10326,2.67346,2.4945,0.24389,0.17018,0.20043,0.07326,2.09924,2.84784,2.70656,0.001604,0.001604,0.001604
22,1574.93,2.0366,2.67467,2.45297,0.20386,0.16364,0.18378,0.0791,2.07194,2.87721,2.66997,0.0015842,0.0015842,0.0015842
23,1649.77,2.00934,2.67056,2.42267,0.24464,0.18182,0.19085,0.08525,2.02507,2.79019,2.67055,0.0015644,0.0015644,0.0015644
24,1721.85,2.01764,2.68375,2.41648,0.26114,0.21818,0.21135,0.06914,2.18489,2.83352,2.76389,0.0015446,0.0015446,0.0015446
25,1801.15,2.01502,2.7397,2.40958,0.2266,0.29091,0.14092,0.05307,2.05815,2.88807,2.63857,0.0015248,0.0015248,0.0015248
26,1880.7,2.05328,2.68063,2.4134,0.35701,0.2,0.20489,0.089,2.1054,2.91426,2.74416,0.001505,0.001505,0.001505
27,1955.45,1.98873,2.66524,2.36632,0.19768,0.21818,0.13039,0.05045,2.09359,2.94318,2.65327,0.0014852,0.0014852,0.0014852
28,2020.48,2.00693,2.53788,2.35156,0.16032,0.27273,0.0903,0.03438,2.13493,2.92331,2.67056,0.0014654,0.0014654,0.0014654
29,2097.17,1.93365,2.68363,2.36221,0.2274,0.23636,0.20046,0.08005,2.10407,3.00675,2.74591,0.0014456,0.0014456,0.0014456
30,2178.02,1.95309,2.4879,2.30763,0.2335,0.27273,0.11292,0.04511,2.1463,3.04187,2.71569,0.0014258,0.0014258,0.0014258
31,2253.61,1.93806,2.74111,2.32514,0.27056,0.21818,0.12719,0.05064,2.08165,2.91991,2.69346,0.001406,0.001406,0.001406
32,2321.27,1.97049,2.54754,2.34755,0.26543,0.29091,0.11972,0.04791,2.02978,2.93087,2.61886,0.0013862,0.0013862,0.0013862
33,2389.22,1.95983,2.61151,2.34315,0.22688,0.2,0.11685,0.04935,1.95357,3.0333,2.59345,0.0013664,0.0013664,0.0013664
34,2470.06,1.93313,2.59913,2.33749,0.22115,0.21818,0.12478,0.0518,2.0986,2.96382,2.7458,0.0013466,0.0013466,0.0013466
35,2545.21,1.9986,2.53265,2.36109,0.24299,0.27273,0.1519,0.05642,2.18795,3.40793,2.72719,0.0013268,0.0013268,0.0013268
36,2610.88,1.95402,2.50847,2.33091,0.29876,0.18182,0.17192,0.0795,2.12584,2.91881,2.72344,0.001307,0.001307,0.001307
37,2676.76,1.89265,2.52833,2.33931,0.2443,0.21818,0.14568,0.05379,2.08335,3.19452,2.64509,0.0012872,0.0012872,0.0012872
38,2741.49,1.94343,2.52659,2.3599,0.36267,0.14545,0.1649,0.07216,2.12747,2.89528,2.65784,0.0012674,0.0012674,0.0012674
