epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.5184,2.35618,3.45102,2.15033,0.0057,0.38298,0.00362,0.00175,2.42072,nan,2.41447,0.000656085,0.000656085,0.000656085
2,30.6827,2.29231,2.59319,2.07386,0.03448,0.06383,0.00999,0.00312,2.30945,55.0545,2.27944,0.0012791,0.0012791,0.0012791
3,43.978,2.28417,2.52388,2.10116,0.32778,0.34043,0.30153,0.13329,2.24386,3.02817,2.13744,0.00185812,0.00185812,0.00185812
4,56.5084,2.28602,2.46702,2.03361,0.66335,0.34043,0.39052,0.12427,2.30311,2.45401,2.14536,0.001802,0.001802,0.001802
5,69.3726,2.18494,2.29837,1.95713,0.62796,0.35921,0.38629,0.16409,2.23379,2.47324,2.00318,0.001736,0.001736,0.001736
6,81.2316,2.20625,2.30614,1.97765,0.48162,0.33616,0.35759,0.15808,2.23677,2.17837,2.02778,0.00167,0.00167,0.00167
7,93.6183,2.14986,2.24687,1.90082,0.69537,0.2766,0.35655,0.15329,2.23761,2.25542,1.98112,0.001604,0.001604,0.001604
8,105.944,2.21126,2.29055,1.9853,0.43853,0.38298,0.41817,0.18105,2.22445,2.03785,2.03673,0.001538,0.001538,0.001538
9,118.093,2.08055,2.16456,1.8359,0.67536,0.3617,0.44327,0.20979,2.16747,2.11882,1.91455,0.001472,0.001472,0.001472
10,130.528,2.05845,2.13578,1.78784,0.59445,0.3617,0.45161,0.21211,2.11318,1.99362,1.90692,0.001406,0.001406,0.001406
11,142.713,2.11954,2.16946,1.86389,0.61062,0.38298,0.40619,0.19604,2.09718,2.03184,1.8649,0.00134,0.00134,0.00134
12,155.227,2.06666,2.15887,1.8009,0.38637,0.46809,0.40896,0.18658,2.10636,2.1051,1.86581,0.001274,0.001274,0.001274
13,168.245,2.0411,2.08166,1.79409,0.51024,0.42553,0.39127,0.1788,2.21833,2.08906,1.97001,0.001208,0.001208,0.001208
14,180.279,2.0737,2.06295,1.81046,0.55843,0.34997,0.38575,0.17087,2.18056,1.97432,1.91494,0.001142,0.001142,0.001142
15,193.535,1.9747,2.03319,1.77995,0.55209,0.42553,0.42725,0.1894,2.18524,1.98599,1.92698,0.001076,0.001076,0.001076
16,206.189,1.98442,2.02936,1.73473,0.57121,0.3617,0.39079,0.17707,2.12492,1.94029,1.83988,0.00101,0.00101,0.00101
17,218.974,1.96925,1.99731,1.73901,0.61749,0.3617,0.41084,0.19457,2.09393,1.90451,1.83818,0.000944,0.000944,0.000944
18,232.138,1.97767,1.99802,1.74084,0.63918,0.42553,0.42675,0.18444,2.08874,1.86046,1.84846,0.000878,0.000878,0.000878
19,245.192,1.93922,1.92715,1.68334,0.61258,0.38298,0.41909,0.22349,1.98736,1.9273,1.79301,0.000812,0.000812,0.000812
20,258.514,1.95879,1.94742,1.72881,0.66568,0.38298,0.40531,0.19342,2.10742,1.88787,1.83513,0.000746,0.000746,0.000746
21,271.896,1.8753,1.86981,1.75572,0.61572,0.4774,0.44286,0.21744,2.13465,1.8464,1.90608,0.00068,0.00068,0.00068
22,285.269,1.85213,1.85293,1.74114,0.67107,0.42553,0.47309,0.24451,2.10394,1.82392,1.88614,0.000614,0.000614,0.000614
23,299.114,1.81982,1.82456,1.72752,0.79125,0.3617,0.45285,0.25009,2.09268,1.86771,1.84655,0.000548,0.000548,0.000548
24,311.583,1.80158,1.72386,1.68721,0.61996,0.38298,0.43896,0.2289,2.07364,1.87192,1.80334,0.000482,0.000482,0.000482
25,324.519,1.81465,1.72032,1.69319,0.60955,0.38298,0.44256,0.22493,2.08194,1.81273,1.84117,0.000416,0.000416,0.000416
26,337.484,1.79603,1.71991,1.66175,0.70659,0.38298,0.45457,0.24969,2.1531,1.78227,1.89614,0.00035,0.00035,0.00035
27,350.544,1.74807,1.67768,1.65963,0.62068,0.42553,0.4543,0.24124,2.06835,1.86671,1.80866,0.000284,0.000284,0.000284
28,364.092,1.73102,1.63948,1.64785,0.67843,0.42553,0.43549,0.22107,2.06833,1.81958,1.79895,0.000218,0.000218,0.000218
29,376.667,1.72856,1.61378,1.64377,0.53862,0.4471,0.44812,0.22191,2.04921,1.79137,1.79122,0.000152,0.000152,0.000152
30,389.78,1.74294,1.647,1.68004,0.62037,0.40426,0.44783,0.23516,2.062,1.82077,1.79847,8.6e-05,8.6e-05,8.6e-05
