epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.6035,2.4024,3.39055,2.13455,0.00302,0.36,0.00214,0.00107,2.18786,288.427,2.59805,0.000656085,0.000656085,0.000656085
2,31.4129,2.42368,2.7104,2.19322,0.13725,0.28,0.1352,0.05799,2.335,3.56027,2.43997,0.0012791,0.0012791,0.0012791
3,46.7946,2.3845,2.59307,2.21382,0.25075,0.28,0.18488,0.07443,2.0814,3.67395,2.04965,0.00185812,0.00185812,0.00185812
4,59.8334,2.29856,2.47696,2.06032,0.26037,0.42,0.25587,0.12092,2.20529,2.28779,2.18739,0.001802,0.001802,0.001802
5,73.7663,2.2457,2.34848,1.99801,0.29563,0.4,0.27491,0.10184,2.23642,2.59387,2.10735,0.001736,0.001736,0.001736
6,87.2808,2.26634,2.40192,2.03027,0.35674,0.34,0.27309,0.10802,2.01175,2.37389,1.97056,0.00167,0.00167,0.00167
7,99.406,2.1744,2.36401,1.96352,0.4985,0.4,0.29876,0.14137,1.99505,2.32984,1.96323,0.001604,0.001604,0.001604
8,112.801,2.19346,2.29864,1.96863,0.34454,0.30496,0.26377,0.11096,2.1535,2.28156,1.90889,0.001538,0.001538,0.001538
9,126.417,2.11495,2.26382,1.90239,0.56507,0.28,0.28503,0.12926,2.02097,2.10753,1.84747,0.001472,0.001472,0.001472
10,139.541,2.10522,2.18035,1.86474,0.56011,0.30573,0.31902,0.15634,2.01294,2.13362,1.9037,0.001406,0.001406,0.001406
11,152.283,2.10412,2.22325,1.87245,0.46141,0.3,0.3483,0.14933,2.11705,2.18932,1.93842,0.00134,0.00134,0.00134
12,165.276,2.09426,2.12803,1.85271,0.39172,0.48,0.34103,0.16064,2.05656,2.13507,1.89446,0.001274,0.001274,0.001274
13,178.607,2.05965,2.14601,1.85441,0.64437,0.34,0.37145,0.18066,2.00763,1.98768,1.83203,0.001208,0.001208,0.001208
14,191.593,2.09866,2.14607,1.84064,0.62048,0.34,0.36903,0.1799,2.0481,1.95206,1.89334,0.001142,0.001142,0.001142
15,205.043,2.06032,2.16086,1.8405,0.46794,0.32,0.32306,0.16054,2.03992,2.08707,1.87091,0.001076,0.001076,0.001076
16,218.153,2.04518,2.15589,1.81696,0.44545,0.36,0.35526,0.17972,1.99693,1.98991,1.85386,0.00101,0.00101,0.00101
17,231.071,2.00277,1.98773,1.7764,0.43677,0.41878,0.36374,0.17993,2.07148,1.99206,1.89421,0.000944,0.000944,0.000944
18,244.122,2.01132,2.07503,1.80926,0.48477,0.3576,0.32479,0.17287,2.0634,2.06845,1.88098,0.000878,0.000878,0.000878
19,257.12,1.92929,2.02048,1.72964,0.44886,0.45614,0.37097,0.19113,2.08895,2.07856,1.87467,0.000812,0.000812,0.000812
20,270.489,1.96106,1.9574,1.74213,0.56181,0.38,0.39056,0.20192,2.02087,1.99645,1.81395,0.000746,0.000746,0.000746
21,284.712,1.88829,1.92407,1.77058,0.4579,0.44,0.32471,0.15691,1.97319,2.07805,1.84043,0.00068,0.00068,0.00068
22,297.9,1.86362,1.89505,1.77967,0.32506,0.42386,0.3143,0.15765,2.00435,2.09506,1.85126,0.000614,0.000614,0.000614
23,311.042,1.82161,1.86634,1.75497,0.49921,0.34,0.34455,0.17577,1.9825,2.10395,1.82017,0.000548,0.000548,0.000548
24,324.867,1.79376,1.75803,1.71712,0.44209,0.4,0.375,0.18676,1.96342,1.98544,1.83524,0.000482,0.000482,0.000482
25,339.144,1.82429,1.7502,1.73689,0.41985,0.41974,0.37946,0.1794,2.02167,2.0029,1.87112,0.000416,0.000416,0.000416
26,352.405,1.78927,1.73418,1.68311,0.64681,0.4,0.40943,0.199,2.03841,1.94052,1.84486,0.00035,0.00035,0.00035
27,365.909,1.78211,1.71047,1.69651,0.5745,0.4,0.37425,0.18677,2.01033,1.96528,1.87945,0.000284,0.000284,0.000284
28,379.619,1.8038,1.69558,1.71108,0.56774,0.39415,0.36414,0.18102,2.01065,1.97884,1.92124,0.000218,0.000218,0.000218
29,393.027,1.74005,1.64956,1.66083,0.70122,0.38,0.39812,0.20161,2.00794,1.94849,1.88724,0.000152,0.000152,0.000152
30,406.924,1.73761,1.68834,1.6913,0.60615,0.40016,0.41498,0.21182,2.02857,1.94433,1.89225,8.6e-05,8.6e-05,8.6e-05
